,question,referenceAnswers,studentAnswer,label
7721,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because the container started to bubble up.,2
7722,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because he saw it fizz and bubble up.,2
7723,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because bubble appeared when he add the solid material.,2
7724,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because it bubbled and if it bubbles then it is a reaction.,2
7725,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,A chemical reaction is when something happens if you add a material and a liquid together and something happens it is a chemical reaction.,2
7726,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because it started to bubble and have a gas.,1
7727,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because his experiment took action right away with no waiting.,2
7728,Bryan taped a golf tee to a globe of the Earth. He shined a flashlight on the globe. The best way for Bryan to demonstrate how shadows change during the day would be to: (rotate the globe.) move the flashlight. Why would this best demonstrate how shadows change during the day?,Shadows change during the day because the Earth is turning. The Sun stays in one place.,It would best show it because the earth always rotates around the sun.,2
7729,Bryan taped a golf tee to a globe of the Earth. He shined a flashlight on the globe. The best way for Bryan to demonstrate how shadows change during the day would be to: (rotate the globe.) move the flashlight. Why would this best demonstrate how shadows change during the day?,Shadows change during the day because the Earth is turning. The Sun stays in one place.,Why the shadow changes during the day because our earth rotates around.,1
7730,Bryan taped a golf tee to a globe of the Earth. He shined a flashlight on the globe. The best way for Bryan to demonstrate how shadows change during the day would be to: (rotate the globe.) move the flashlight. Why would this best demonstrate how shadows change during the day?,Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the earth rotate. And the sun moves to another way.,3
7731,Bryan taped a golf tee to a globe of the Earth. He shined a flashlight on the globe. The best way for Bryan to demonstrate how shadows change during the day would be to: (rotate the globe.) move the flashlight. Why would this best demonstrate how shadows change during the day?,Shadows change during the day because the Earth is turning. The Sun stays in one place.,If the globe rotate the shadow the earth move very slow around all of us. The shadow move because like every minute when we move.,1
7732,Bryan taped a golf tee to a globe of the Earth. He shined a flashlight on the globe. The best way for Bryan to demonstrate how shadows change during the day would be to: (rotate the globe.) move the flashlight. Why would this best demonstrate how shadows change during the day?,Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the earth rotates which causes the shadow to move but the sun stays where it is at.,1
7733,Bryan taped a golf tee to a globe of the Earth. He shined a flashlight on the globe. The best way for Bryan to demonstrate how shadows change during the day would be to: (rotate the globe.) move the flashlight. Why would this best demonstrate how shadows change during the day?,Shadows change during the day because the Earth is turning. The Sun stays in one place.,Rotate the globe because the sun does not move is the earth that is moving.,1
